Strain	Replicate	ABX	ABXConc	DrugX	DrugXConc	normAUC	Exp
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	160	0.0121265449945956	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	320	0.00992525275069391	PM
Enterococcus faecalis	2	Erythromycin	0.65	Benzbromarone	640	0.011099173130877	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	0	0.766214884169309	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	10	0.408475035960717	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	20	0.0512642652855626	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	40	0.00606273679815378	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	80	0.0181898940203426	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	160	0.0248054723351188	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	320	0.00998928663940806	PM
Enterococcus faecalis	2	Erythromycin	0.15	Benzbromarone	640	0.012328833236008	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	0	1.03528145173856	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	10	0.98169087759544	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	20	0.470121996804866	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	40	0.105332012777126	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	80	0.00937060248399098	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	160	0.0121266980514939	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	320	0.0110996354551584	PM
Enterococcus faecalis	2	Erythromycin	0	Benzbromarone	640	0.0133625133197729	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	0	0.0130760642063626	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	2.5	0.0163450802579533	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	5	0.0179795882837486	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	10	0.0106241886759306	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	20	0.0179795882837486	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	40	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	80	0.012258923685204	PM
Enterococcus faecium	3	Erythromycin	3.15	Dicumarol	160	0.0107449295661366	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	0	0.00408638355622735	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	2.5	0.0147105722321579	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	5	0.0196140963095439	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	10	0.0138932047275212	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	20	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	40	0.00898990763361333	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	80	0.00735517262433992	PM
Enterococcus faecium	3	Erythromycin	2.65	Dicumarol	160	0.012258923685204	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	0	0.0114413291970892	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	2.5	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	5	0.0147105722321579	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	10	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	20	0.0148271491077051	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	40	0.00572066459854459	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	80	0.012258923685204	PM
Enterococcus faecium	3	Erythromycin	2.15	Dicumarol	160	0.0106241886759306	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	0	0.00980682117129386	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	2.5	0.0163450802579533	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	5	0.0392286465860439	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	10	0.0163450802579533	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	20	0.0057206645985446	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	40	0.0163450802579533	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	80	0.0164187639836734	PM
Enterococcus faecium	3	Erythromycin	1.65	Dicumarol	160	0.00326901605159066	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	0	0.0147105722321579	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	2.5	0.0130760642063626	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	5	0.00735517262433992	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	10	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	20	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	40	0.0163632951864313	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	80	0.00898968065013525	PM
Enterococcus faecium	3	Erythromycin	1.15	Dicumarol	160	0.0107083821866599	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	0	0.0196165931278027	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	2.5	0.0395431823677873	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	5	0.0359630352866244	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	10	0.0343280732938729	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	20	0.028009353808238	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	40	0.0114424641144796	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	80	0.00653825908665938	PM
Enterococcus faecium	3	Erythromycin	0.65	Dicumarol	160	0.00490352407738598	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	0	0.88517087429723	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	2.5	0.857381741040451	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	5	0.839021840230052	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	10	0.823872624135561	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	20	0.775043182314538	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	40	0.698003476024983	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	80	0.4658851776838	PM
Enterococcus faecium	3	Erythromycin	0.15	Dicumarol	160	0.185360526204818	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	0	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	2.5	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	5	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	10	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	20	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	40	1.06579275001152	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	80	0.904490436575249	PM
Enterococcus faecium	3	Erythromycin	0	Dicumarol	160	0.517952034065786	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	0	0.0138567484962867	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	10	0.00955040093972056	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	20	0.0148657230338011	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	40	0.0103929221624033	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	80	0.0129908520445139	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	160	0.0147228854748517	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	320	0.0112583375605918	PM
Enterococcus faecium	3	Erythromycin	3.15	Benzbromarone	640	0.017320334303378	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	0	0.00606223726957839	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	10	0.0138567484962867	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	20	0.0192369945502585	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	40	0.0017320334303378	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	80	0.0318195454697036	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	160	0.019918745239073	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	320	0.0112583375605918	PM
Enterococcus faecium	3	Erythromycin	2.65	Benzbromarone	640	0.0275116101444197	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	0	0.0077942706999162	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	10	0.00952678518383831	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	20	0.0138567484962867	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	40	0.0147228854748517	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	80	0.0114075772632167	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	160	0.00952606360346185	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	320	0.0173208153569624	PM
Enterococcus faecium	3	Erythromycin	2.15	Benzbromarone	640	0.0295957374703303	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	0	0.0077942706999162	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	10	0.00519610029101342	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	20	0.006945307732471	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	40	0.0130689988435337	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	80	0.0147228854748517	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	160	0.0164549189051895	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	320	0.0129908520445139	PM
Enterococcus faecium	3	Erythromycin	1.65	Benzbromarone	640	0.0454060418870101	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	0	0.0138567484962867	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	10	0.0114494194457801	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	20	0.0112588186141761	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	40	0.0147228854748517	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	80	0.0164549189051895	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	160	0.0225169156479758	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	320	0.0190528487873002	PM
Enterococcus faecium	3	Erythromycin	1.15	Benzbromarone	640	0.0297052457198175	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	0	0.0277171048944554	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	10	0.00352271013818124	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	20	0.00519610029101342	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	40	0.0131162430335479	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	80	0.014917638531961	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	160	0.00952606360346185	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	320	0.00952606360346184	PM
Enterococcus faecium	3	Erythromycin	0.65	Benzbromarone	640	0.019114272888749	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	0	0.901155435982753	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	10	0.527501713152076	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	20	0.24574487065745	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	40	0.0409558051264054	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	80	0.00952606360346185	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	160	0.0129908520445139	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	320	0.0173208153569624	PM
Enterococcus faecium	3	Erythromycin	0.15	Benzbromarone	640	0.041406940997187	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	0	1.1	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	10	0.984726048449043	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	20	0.648565194370446	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	40	0.23249772530047	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	80	0.049669600274451	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	160	0.00434093789430895	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	320	0.0190530893140923	PM
Enterococcus faecium	3	Erythromycin	0	Benzbromarone	640	0.0318195454697036	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	0	0.015521921238031	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	2.5	0.0138184646619457	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	5	0.0138184646619457	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	10	0.00844451068426238	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	20	0.0138184646619457	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	40	0.0122828664812095	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	80	0.00998010886499856	PM
Enterococcus faecalis	3	Erythromycin	3.15	Dicumarol	160	0.0122828664812095	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	0	0.0138184646619457	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	2.5	0.00921230977463047	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	5	0.0207275903837697	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	10	0.0122828664812095	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	20	0.0138184646619457	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	40	0.0191922054213313	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	80	0.00844451068426238	PM
Enterococcus faecalis	3	Erythromycin	2.65	Dicumarol	160	0.00844451068426238	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	0	0.0191922054213313	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	2.5	0.00998010886499857	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	5	0.0107476947370689	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	10	0.00537374075938555	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	20	0.00537374075938555	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	40	0.011515493827437	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	80	0.0138184646619457	PM
Enterococcus faecalis	3	Erythromycin	2.15	Dicumarol	160	0.0153538496243841	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	0	0.00997989564670079	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	2.5	0.00307076992487683	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	5	0.00844451068426238	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	10	0.00997989564670079	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	20	0.00690912572182396	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	40	0.0115152806091392	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	80	0.0168892345868225	PM
Enterococcus faecalis	3	Erythromycin	1.65	Dicumarol	160	0.0168892345868225	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	0	0.0153555553707663	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	2.5	0.0245687180185879	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	5	0.0199621366946771	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	10	0.0245687180185879	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	20	0.0069097653767173	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	40	0.00537395397768333	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	80	0.0153538496243841	PM
Enterococcus faecalis	3	Erythromycin	1.15	Dicumarol	160	0.0122828664812095	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	0	0.239543934589743	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	2.5	0.250624439069907	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	5	0.227260215235342	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	10	0.191942949606494	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	20	0.17658718101743	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	40	0.0990422447281241	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	80	0.0309465394139107	PM
Enterococcus faecalis	3	Erythromycin	0.65	Dicumarol	160	0.00844451068426238	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	0	0.756910690579945	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	2.5	0.73474492375207	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	5	0.643384294638689	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	10	0.647990236307707	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	20	0.603461726995717	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	40	0.485995289154928	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	80	0.314017034862684	PM
Enterococcus faecalis	3	Erythromycin	0.15	Dicumarol	160	0.119772180513169	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	0	1.07563443009364	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	2.5	1.07301195081193	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	5	1.02802200156971	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	10	1.00115137880811	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	20	0.98042336198774	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	40	0.877547025828625	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	80	0.764809277077274	PM
Enterococcus faecalis	3	Erythromycin	0	Dicumarol	160	0.525922121163855	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	0	0.0216906627497887	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	10	0.00819976794211062	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	20	0.0134632631034846	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	40	0.00668527033010024	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	80	0.00965675374463035	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	160	0.0178282815570797	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	320	0.0111423922968786	PM
Enterococcus faecalis	3	Erythromycin	3.15	Benzbromarone	640	0.0104359930031569	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	0	0.0111817464213486	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	10	0.00965675374463035	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	20	0.0163424366947979	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	40	0.0163424366947979	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	80	0.0163424366947979	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	160	0.0148593261156089	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	320	0.0097559000346468	PM
Enterococcus faecalis	3	Erythromycin	2.65	Benzbromarone	640	0.0148563855224824	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	0	0.00148593261156089	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	10	0.0148567981425496	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	20	0.014856591832516	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	40	0.0217425147511842	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	80	0.025017083370666	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	160	0.0163456714289089	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	320	0.00965654743459671	PM
Enterococcus faecalis	3	Erythromycin	2.15	Benzbromarone	640	0.0211548792173684	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	0	0.00817090888234847	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	10	0.00817111519238211	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	20	0.0133711595903014	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	40	0.0180713420638314	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	80	0.0215422747826835	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	160	0.0148563855224823	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	320	0.0133707469702341	PM
Enterococcus faecalis	3	Erythromycin	1.65	Benzbromarone	640	0.00817090888234847	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	0	0.00978916644292322	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	10	0.0103998824858049	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	20	0.0148567981425496	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	40	0.00965675374463035	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	80	0.0126280308491268	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	160	0.0133707469702341	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	320	0.0148593261156089	PM
Enterococcus faecalis	3	Erythromycin	1.15	Benzbromarone	640	0.023906116821609	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	0	0.186480751067551	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	10	0.00747998299409472	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	20	0.00965716636469761	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	40	0.0351541335844163	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	80	0.0111423922968786	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	160	0.0163424366947979	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	320	0.00965654743459671	PM
Enterococcus faecalis	3	Erythromycin	0.65	Benzbromarone	640	0.0262661252027728	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	0	0.694870550667577	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	10	0.343767970253253	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	20	0.0586925225404026	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	40	0.0178316040404697	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	80	0.0126280308491268	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	160	0.0215422747826835	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	320	0.0148563855224824	PM
Enterococcus faecalis	3	Erythromycin	0.15	Benzbromarone	640	0.0255364691845897	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	0	1.05125875940825	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	10	1.00000907764148	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	20	0.466236826569855	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	40	0.103579658119894	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	80	0.0148586549328523	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	160	0.0133711595903014	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	320	0.016791545654874	PM
Enterococcus faecalis	3	Erythromycin	0	Benzbromarone	640	0.0235009284009039	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	0	0.00543462167204614	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	10	0.0233743116415971	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	20	0.0100258513666752	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	40	0.0101484082856495	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	80	0.00437540838496797	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	160	0.0100112676331407	PM
Enterococcus faecium	2	Erythromycin	3.15	Tolfenamic Acid	320	0.0243670184937992	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	0	0.0299136405045577	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	10	0.0252528868333938	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	20	0.0240578881104509	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	40	0.0144509284716907	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	80	0.0335070341015087	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	160	0.0120289440552254	PM
Enterococcus faecium	2	Erythromycin	2.65	Tolfenamic Acid	320	0.0164628713895069	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	0	0.0199472664482472	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	10	0.015375102768695	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	20	0.0120824060288042	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	40	0.0121363453414328	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	80	0.0165363663510672	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	160	0.0224445690099705	PM
Enterococcus faecium	2	Erythromycin	2.15	Tolfenamic Acid	320	0.0196824797254829	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	0	0.00979075513020809	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	10	0.0326658968906914	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	20	0.0243670184937992	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	40	0.0121762500790865	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	80	0.00216141382929408	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	160	0.00979075513020809	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	320	0.0146488863959604	PM
Enterococcus faecium	2	Erythromycin	1.65	Tolfenamic Acid	640	0.0666060383438699	PM
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	0	0.0124980008239244	PM
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	10	0.00553210367513215	PM
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	20	0.00777685348033118	PM
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	40	0.0144006444374888	PM
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	80	0.00550740678372533	PM
Enterococcus faecium	2	Erythromycin	1.15	Tolfenamic Acid	160	0.0122717926642155	PM
