DrugX	DrugXConc	ABX	ABXConc	Strain	Replicate	normAUC	Exp	Strain_name
Tolfenamic acid	20	Erythromycin	2.65	NT5054	3	0.007138113831565781	LM18-61	B. ovatus
Tolfenamic acid	10	Erythromycin	2.65	NT5054	3	0.008608960992253493	LM18-61	B. ovatus
Tolfenamic acid	0	Erythromycin	2.65	NT5054	3	0.007999152244757703	LM18-61	B. ovatus
Tolfenamic acid	640	Erythromycin	3.15	NT5054	3	0.005127669258354568	LM18-61	B. ovatus
Tolfenamic acid	320	Erythromycin	3.15	NT5054	3	0.007615617738266478	LM18-61	B. ovatus
Tolfenamic acid	160	Erythromycin	3.15	NT5054	3	0.009006988556981909	LM18-61	B. ovatus
Tolfenamic acid	80	Erythromycin	3.15	NT5054	3	0.002363163694393709	LM18-61	B. ovatus
Tolfenamic acid	40	Erythromycin	3.15	NT5054	3	0.02481754375322367	LM18-61	B. ovatus
Tolfenamic acid	20	Erythromycin	3.15	NT5054	3	0.00750976508497662	LM18-61	B. ovatus
Tolfenamic acid	10	Erythromycin	3.15	NT5054	3	0.014955589350679912	LM18-61	B. ovatus
Tolfenamic acid	0	Erythromycin	3.15	NT5054	3	0.007998822153860148	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	0	NT5054	1	0.007527679773971018	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	0	NT5054	1	0.04023937654511967	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	0	NT5054	1	0.3534512996817483	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	0	NT5054	1	0.49725918915984796	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	0	NT5054	1	0.5847835526885357	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	0	NT5054	1	0.6812361064869599	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	0	NT5054	1	0.7383071089384037	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	0	NT5054	1	0.868569101968719	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	0.15	NT5054	1	0.014551875449088965	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	0.15	NT5054	1	0.07273699235972032	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	0.15	NT5054	1	0.29252671616584147	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	0.15	NT5054	1	0.44014036191574024	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	0.15	NT5054	1	0.5008702296457328	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	0.15	NT5054	1	0.5117295050566313	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	0.15	NT5054	1	0.3138237923051091	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	0.15	NT5054	1	0.6086819004244153	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	0.65	NT5054	1	0.029392647534723183	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	0.65	NT5054	1	0.13803167814311063	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	0.65	NT5054	1	0.3158724500653059	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	0.65	NT5054	1	0.32145205766217305	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	0.65	NT5054	1	0.15123695416631364	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	0.65	NT5054	1	0.05431876759382236	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	0.65	NT5054	1	0.007999086119846129	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	0.65	NT5054	1	0.047808164896308424	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	1.15	NT5054	1	0.043902230404374375	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	1.15	NT5054	1	0.14268127026926064	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	1.15	NT5054	1	0.21262603036859049	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	1.15	NT5054	1	0.10063907198414561	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	1.15	NT5054	1	0.029020169980808034	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	1.15	NT5054	1	0.007999194175476763	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	1.15	NT5054	1	0.011161717397428834	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	1.15	NT5054	1	0.018416773050961222	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	1.65	NT5054	1	0.0284618552165548	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	1.65	NT5054	1	0.11207186332668873	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	1.65	NT5054	1	0.10320411262822167	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	1.65	NT5054	1	0.023997148444272174	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	1.65	NT5054	1	0.009673393609901682	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	1.65	NT5054	1	0.007627177361471562	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	1.65	NT5054	1	0.010603616078568702	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	1.65	NT5054	1	0.020835159238826135	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	2.15	NT5054	1	0.021765006705727504	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	2.15	NT5054	1	0.04594813916237423	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	2.15	NT5054	1	0.03571691074603699	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	2.15	NT5054	1	0.0063248890412570475	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	2.15	NT5054	1	0.006511026116943187	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	2.15	NT5054	1	0.010789698847652275	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	2.15	NT5054	1	0.007813211217063035	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	2.15	NT5054	1	0.015068319255444227	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	2.65	NT5054	1	0.01525429899022937	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	2.65	NT5054	1	0.01823062903200333	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	2.65	NT5054	1	0.013765976566509318	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	2.65	NT5054	1	0.0037475266310441156	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	2.65	NT5054	1	0.020277057919965927	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	2.65	NT5054	1	0.012277865356396477	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	2.65	NT5054	1	0.0065110269847360085	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	2.65	NT5054	1	0.011275105314437319	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	3.15	NT5054	1	0.025596042484463323	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	3.15	NT5054	1	0.019160955464135626	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	3.15	NT5054	1	0.012463897352166426	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	3.15	NT5054	1	0.01139671693028018	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	3.15	NT5054	1	0.008743327738021042	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	3.15	NT5054	1	0.01251768981225196	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	3.15	NT5054	1	0.01814888142000337	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	3.15	NT5054	1	0.026416013846026126	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	0	NT5054	2	0.013438474968273807	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	0	NT5054	2	0.07407251658716177	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	0	NT5054	2	0.3898642668586589	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	0	NT5054	2	0.46303370264659666	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	0	NT5054	2	0.5465420466962366	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	0	NT5054	2	0.6432175573757885	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	0	NT5054	2	0.6657393735871819	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	0	NT5054	2	0.8869889534932277	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	0.15	NT5054	2	0.013496058987229992	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	0.15	NT5054	2	0.11807619726588596	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	0.15	NT5054	2	0.3663771216253933	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	0.15	NT5054	2	0.43155041120030124	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	0.15	NT5054	2	0.4810469474805799	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	0.15	NT5054	2	0.4830192889685899	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	0.15	NT5054	2	0.47781153186504455	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	0.15	NT5054	2	0.6052135579487815	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	0.65	NT5054	2	0.03500961588123463	LM18-61	B. ovatus
Dicumarol	80	Erythromycin	0.65	NT5054	2	0.1357973429422512	LM18-61	B. ovatus
Dicumarol	40	Erythromycin	0.65	NT5054	2	0.34476566079091775	LM18-61	B. ovatus
Dicumarol	20	Erythromycin	0.65	NT5054	2	0.2807173532869869	LM18-61	B. ovatus
Dicumarol	10	Erythromycin	0.65	NT5054	2	0.1123556030426055	LM18-61	B. ovatus
Dicumarol	5	Erythromycin	0.65	NT5054	2	0.034367851501874366	LM18-61	B. ovatus
Dicumarol	2.5	Erythromycin	0.65	NT5054	2	0.02237610409957048	LM18-61	B. ovatus
Dicumarol	0	Erythromycin	0.65	NT5054	2	0.027373837361892722	LM18-61	B. ovatus
Dicumarol	160	Erythromycin	1.15	NT5054	2	0.05164290425179716	LM18-61	B. ovatus
Diflunisal	0	Doxycycline	0	NT5003	1	0.9534861063800014	CG7-1-4	B. fragilis NT
Diflunisal	320	Doxycycline	0	NT5003	2	0.36587128990875983	CG7-1-4	B. fragilis NT
Diflunisal	160	Doxycycline	0	NT5003	2	0.36417076948449917	CG7-1-4	B. fragilis NT
Diflunisal	80	Doxycycline	0	NT5003	2	0.8496076899336193	CG7-1-4	B. fragilis NT
Diflunisal	40	Doxycycline	0	NT5003	2	1.0767342584193889	CG7-1-4	B. fragilis NT
Diflunisal	20	Doxycycline	0	NT5003	2	1.1	CG7-1-4	B. fragilis NT
Diflunisal	10	Doxycycline	0	NT5003	2	1.1	CG7-1-4	B. fragilis NT
Diflunisal	0	Doxycycline	0	NT5003	2	1.0959972334128816	CG7-1-4	B. fragilis NT
Diflunisal	640	Doxycycline	0.04	NT5003	2	0.18085180562247533	CG7-1-4	B. fragilis NT
Diflunisal	320	Doxycycline	0.04	NT5003	2	0.27772513423357403	CG7-1-4	B. fragilis NT
Diflunisal	160	Doxycycline	0.04	NT5003	2	0.30765673545968125	CG7-1-4	B. fragilis NT
Diflunisal	80	Doxycycline	0.04	NT5003	2	0.46604103357701127	CG7-1-4	B. fragilis NT
Diflunisal	40	Doxycycline	0.04	NT5003	2	0.4034609538204278	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0	NT5003	1	0.00289407348068296	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0	NT5003	1	0.3096097190389991	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0	NT5003	1	0.5682316248874915	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0	NT5003	1	0.7419003880912941	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0	NT5003	1	0.6706695066452134	CG7-1-4	B. fragilis NT
Diflunisal	20	Doxycycline	0.04	NT5003	2	0.3680976875257136	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0	NT5003	1	0.783599852703948	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0	NT5003	1	0.8327091073346987	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0	NT5003	1	0.9144571717348747	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.04	NT5003	1	0.01004063016990238	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.04	NT5003	1	0.17500329458721273	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.04	NT5003	1	0.2621816006041635	CG7-1-4	B. fragilis NT
Diflunisal	10	Doxycycline	0.04	NT5003	2	0.341028068234938	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.04	NT5003	1	0.4035798254707468	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.04	NT5003	1	0.4169312965965403	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.04	NT5003	1	0.47625036327028464	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.04	NT5003	1	0.4450994053012465	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.04	NT5003	1	0.45401766261650656	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.08	NT5003	1	0.011399304516996101	CG7-1-4	B. fragilis NT
Diflunisal	0	Doxycycline	0.04	NT5003	2	0.28816651984846786	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.08	NT5003	1	0.12078367905442891	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.08	NT5003	1	0.12450474226166221	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.08	NT5003	1	0.08404701426143257	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.08	NT5003	1	0.08312644753349678	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.08	NT5003	1	0.09834041771064139	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.08	NT5003	1	0.06810026913169284	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.08	NT5003	1	0.07530581321578349	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.12	NT5003	1	0.013702935841014648	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.12	NT5003	1	0.028232577461468133	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.12	NT5003	1	0.024629783364414272	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.12	NT5003	1	0.026191801925897117	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.12	NT5003	1	0.023942208429797225	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.12	NT5003	1	0.026874333897965983	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.12	NT5003	1	0.026874369130851117	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.12	NT5003	1	0.024682401462356403	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.16	NT5003	1	0.010454397830316216	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.16	NT5003	1	0.018664338406408073	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.16	NT5003	1	0.013289669980893528	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.16	NT5003	1	0.011897952588791633	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.16	NT5003	1	0.01937333106246156	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.16	NT5003	1	0.021558664657479396	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.16	NT5003	1	0.01600661412949808	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.16	NT5003	1	0.0263408542177534	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.2	NT5003	1	0.010808875233336243	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.2	NT5003	1	0.014175558449094494	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.2	NT5003	1	0.011045203199108112	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.2	NT5003	1	0.014234723444413623	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.2	NT5003	1	0.015888466641116157	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.2	NT5003	1	0.010986121247198725	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.2	NT5003	1	0.009981953453213774	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.2	NT5003	1	0.011399732567294173	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.24	NT5003	1	0.0023625000689893347	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.24	NT5003	1	0.003783824545742041	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.24	NT5003	1	0.0023624999311680447	CG7-1-4	B. fragilis NT
Diflunisal	640	Doxycycline	0.08	NT5003	2	0.07314989349594693	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.24	NT5003	1	0.0019490715870672606	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.24	NT5003	1	0.002775959748774116	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.24	NT5003	1	0.007205729144544058	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.24	NT5003	1	0.0028940750553531733	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.24	NT5003	1	0.00507945929491238	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.28	NT5003	1	5.904941586923311e-5	CG7-1-4	B. fragilis NT
Diflunisal	320	Doxycycline	0.08	NT5003	2	0.05688221787748649	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.28	NT5003	1	0.003780078276194467	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.28	NT5003	1	0.003661897582211287	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.28	NT5003	1	0.0037209638074950204	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.28	NT5003	1	0.00366189695233139	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.28	NT5003	1	0.004385359323759732	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.28	NT5003	1	0.006556038831996726	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.28	NT5003	1	0.00490227892437413	CG7-1-4	B. fragilis NT
Diflunisal	160	Doxycycline	0.08	NT5003	2	0.06347350866004108	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0	NT5003	2	0.002683252766346491	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0	NT5003	2	0.1233414810293352	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0	NT5003	2	0.3305986648396826	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0	NT5003	2	0.608725467575955	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0	NT5003	2	0.6571956195977567	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0	NT5003	2	0.7723331710283293	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0	NT5003	2	0.8255123023311363	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0	NT5003	2	0.921977187763858	CG7-1-4	B. fragilis NT
Diflunisal	80	Doxycycline	0.08	NT5003	2	0.026205037512180847	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.04	NT5003	2	0.003572164932741955	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.04	NT5003	2	0.1036489514352193	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.04	NT5003	2	0.2291314797633244	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.04	NT5003	2	0.34785715781142074	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.04	NT5003	2	0.39958751542485055	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.04	NT5003	2	0.4569530486536748	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.04	NT5003	2	0.4528322566771459	CG7-1-4	B. fragilis NT
Diflunisal	40	Doxycycline	0.08	NT5003	2	0.010746604348452402	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.04	NT5003	2	0.4748960123777026	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.08	NT5003	2	0.0016117134489113203	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.08	NT5003	2	0.06100143651786752	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.08	NT5003	2	0.11254874220448775	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.08	NT5003	2	0.08311623075045625	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.08	NT5003	2	0.07263830918285304	CG7-1-4	B. fragilis NT
Diflunisal	20	Doxycycline	0.08	NT5003	2	0.010717443375968905	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.08	NT5003	2	0.08232022827486629	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.08	NT5003	2	0.05110823306677585	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.08	NT5003	2	0.04590436699101688	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.12	NT5003	2	0.003507925538234796	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.12	NT5003	2	0.031782833769722275	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.12	NT5003	2	0.01330369171485198	CG7-1-4	B. fragilis NT
Diflunisal	10	Doxycycline	0.08	NT5003	2	0.008363670265272004	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.12	NT5003	2	0.05475102511609682	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.12	NT5003	2	0.013687641248217896	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.12	NT5003	2	0.03072235901507148	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.12	NT5003	2	0.012860569553023471	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.12	NT5003	2	0.01821915187857788	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.16	NT5003	2	0.0012501363335099879	CG7-1-4	B. fragilis NT
Diflunisal	0	Doxycycline	0.08	NT5003	2	0.006606795228998956	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.16	NT5003	2	0.01673056361964991	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.16	NT5003	2	0.005605195272601571	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.16	NT5003	2	0.0062685548264110125	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.16	NT5003	2	0.014302711443541661	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.16	NT5003	2	0.00905310065834485	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.16	NT5003	2	0.005062588401359877	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.16	NT5003	2	0.02000532591398748	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.2	NT5003	2	0.0010120206440491057	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.2	NT5003	2	0.0010172074577882058	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.2	NT5003	2	0.002034615056868163	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.2	NT5003	2	0.004943482520725043	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.2	NT5003	2	0.007274888593764147	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.2	NT5003	2	0.00589643567518997	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.2	NT5003	2	0.00419389648348219	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.2	NT5003	2	0.006410682684302893	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.24	NT5003	2	0.0027386692938481897	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.24	NT5003	2	0.0020274167685505095	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.24	NT5003	2	0.0026896448150576313	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.24	NT5003	2	0.005193931975551654	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.24	NT5003	2	0.004050058041945152	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.24	NT5003	2	0.004673179676726937	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.24	NT5003	2	0.007087586776459015	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.24	NT5003	2	0.004059604392364394	CG7-1-4	B. fragilis NT
Tolfenamic acid	320	Doxycycline	0.28	NT5003	2	0.0021440871662278312	CG7-1-4	B. fragilis NT
Tolfenamic acid	160	Doxycycline	0.28	NT5003	2	0.00494179621175628	CG7-1-4	B. fragilis NT
Tolfenamic acid	80	Doxycycline	0.28	NT5003	2	0.0023908467882213075	CG7-1-4	B. fragilis NT
Tolfenamic acid	40	Doxycycline	0.28	NT5003	2	0.0036374945823818	CG7-1-4	B. fragilis NT
Tolfenamic acid	20	Doxycycline	0.28	NT5003	2	0.004727525923449976	CG7-1-4	B. fragilis NT
Tolfenamic acid	10	Doxycycline	0.28	NT5003	2	0.006311196216959717	CG7-1-4	B. fragilis NT
Tolfenamic acid	5	Doxycycline	0.28	NT5003	2	0.0072043165090520875	CG7-1-4	B. fragilis NT
Tolfenamic acid	0	Doxycycline	0.28	NT5003	2	0.005531611499980885	CG7-1-4	B. fragilis NT
Diflunisal	640	Doxycycline	0.12	NT5003	2	0.01153605012817735	CG7-1-4	B. fragilis NT
Diflunisal	320	Doxycycline	0.12	NT5003	2	0.004488097612157908	CG7-1-4	B. fragilis NT
Diflunisal	160	Doxycycline	0.12	NT5003	2	0.004374992152834208	CG7-1-4	B. fragilis NT
Diflunisal	80	Doxycycline	0.12	NT5003	2	0.004182637124762976	CG7-1-4	B. fragilis NT
Diflunisal	40	Doxycycline	0.12	NT5003	2	0.0023968031027685787	CG7-1-4	B. fragilis NT
Diflunisal	20	Doxycycline	0.12	NT5003	2	0.004184448645887119	CG7-1-4	B. fragilis NT
Diflunisal	10	Doxycycline	0.12	NT5003	2	0.003089019324095228	CG7-1-4	B. fragilis NT
Diflunisal	0	Doxycycline	0.12	NT5003	2	0.00232114392184288	CG7-1-4	B. fragilis NT
Diflunisal	640	Doxycycline	0.16	NT5003	2	0.0064850262111172995	CG7-1-4	B. fragilis NT
Diflunisal	320	Doxycycline	0.16	NT5003	2	0.004939364048718291	CG7-1-4	B. fragilis NT
Diflunisal	160	Doxycycline	0.16	NT5003	2	0.006563605661080118	CG7-1-4	B. fragilis NT
